"","Report_Year","NeighbourhoodName","Premises_Type"
"7689",2016,"South Riverdale","Other"
"7690",2016,"Yonge-Eglinton","Other"
"7691",2016,"Trinity-Bellwoods","Apartment"
"7692",2016,"Waterfront Communities-The Island","Apartment"
"7693",2016,"Bedford Park-Nortown","Apartment"
"7694",2016,"Annex","Outside"
"7695",2016,"Black Creek","House"
"7696",2016,"Bedford Park-Nortown","House"
"7697",2016,"University","Educational"
"7698",2016,"Church-Yonge Corridor","Apartment"
"7699",2016,"Dufferin Grove","Apartment"
"7700",2016,"Mount Pleasant East","Educational"
"7701",2016,"University","Outside"
"7702",2016,"Bay Street Corridor","Outside"
"7703",2016,"Moss Park","Outside"
"7704",2016,"Annex","Commercial"
"7705",2016,"East End-Danforth","House"
"7706",2016,"Annex","Outside"
"7707",2016,"High Park North","House"
"7708",2016,"University","Educational"
"7709",2016,"Moss Park","Outside"
"7710",2016,"Mimico","Outside"
"7711",2016,"Englemount-Lawrence","Other"
"7712",2016,"Little Portugal","Other"
"7713",2016,"Niagara","Apartment"
"7714",2016,"Newtonbrook West","Outside"
"7715",2016,"University","Educational"
"7716",2016,"West Hill","Transit"
"7717",2016,"University","Other"
"7718",2016,"Woodbine Corridor","Other"
"7719",2016,"Annex","Outside"
"7720",2016,"Willowdale West","House"
"7721",2016,"Mimico","Apartment"
"7722",2016,"The Beaches","House"
"7723",2016,"Willowdale East","House"
"7724",2016,"Rouge","Transit"
"7725",2016,"North Riverdale","Outside"
"7726",2016,"Bay Street Corridor","Outside"
"7727",2016,"Thorncliffe Park","Commercial"
"7728",2016,"Bay Street Corridor","Educational"
"7729",2016,"Waterfront Communities-The Island","Commercial"
"7730",2016,"Waterfront Communities-The Island","Commercial"
"7731",2016,"Bay Street Corridor","Commercial"
"7732",2016,"Woodbine Corridor","House"
"7733",2016,"Bay Street Corridor","Commercial"
"7734",2016,"The Beaches","Other"
"7735",2016,"Oakwood Village","Other"
"7736",2016,"High Park North","Outside"
"7737",2016,"Moss Park","Apartment"
"7738",2016,"Church-Yonge Corridor","Outside"
"7739",2016,"Bay Street Corridor","Outside"
"7740",2016,"University","Apartment"
"7741",2016,"East End-Danforth","Apartment"
"7742",2016,"Forest Hill North","House"
"7743",2016,"East End-Danforth","Apartment"
"7744",2016,"Church-Yonge Corridor","Commercial"
"7745",2016,"Waterfront Communities-The Island","Outside"
"7746",2016,"Woodbine Corridor","Other"
"7747",2016,"Bay Street Corridor","Outside"
"7748",2016,"The Beaches","House"
"7749",2016,"Church-Yonge Corridor","Outside"
"7750",2016,"Mimico","Apartment"
"7751",2016,"Rouge","House"
"7752",2016,"University","Outside"
"7753",2016,"Bay Street Corridor","Commercial"
"7754",2016,"Waterfront Communities-The Island","Other"
"7755",2016,"Casa Loma","Apartment"
"7756",2016,"Bay Street Corridor","Other"
"7757",2016,"Guildwood","House"
"7758",2016,"Woodbine-Lumsden","House"
"7759",2016,"North Riverdale","House"
"7760",2016,"Bendale","Other"
"7761",2016,"Waterfront Communities-The Island","Outside"
"7762",2016,"Annex","Outside"
"7763",2016,"York University Heights","Educational"
"7764",2016,"Annex","Outside"
"7765",2016,"Bay Street Corridor","Outside"
"7766",2016,"West Hill","Outside"
"7767",2016,"Church-Yonge Corridor","Outside"
"7768",2016,"Waterfront Communities-The Island","Other"
"7769",2016,"Rosedale-Moore Park","Outside"
"7770",2016,"Junction Area","House"
"7771",2016,"The Beaches","Other"
"7772",2016,"Humbermede","House"
"7773",2016,"Kensington-Chinatown","Outside"
"7774",2016,"Oakwood Village","Apartment"
"7775",2016,"East End-Danforth","Apartment"
"7776",2016,"Waterfront Communities-The Island","Other"
"7777",2016,"Waterfront Communities-The Island","Outside"
"7778",2016,"Moss Park","Other"
"7779",2016,"Waterfront Communities-The Island","Outside"
"7780",2016,"Highland Creek","Educational"
"7781",2016,"Church-Yonge Corridor","Apartment"
"7782",2016,"Rosedale-Moore Park","Apartment"
"7783",2016,"Agincourt South-Malvern West","Apartment"
"7784",2016,"Mount Pleasant East","House"
"7785",2016,"West Hill","Transit"
"7786",2016,"Bay Street Corridor","Outside"
"7787",2016,"Niagara","Apartment"
"7788",2016,"Keelesdale-Eglinton West","House"
"7789",2016,"Niagara","Apartment"
"7790",2016,"Bay Street Corridor","Commercial"
"7791",2016,"Waterfront Communities-The Island","Apartment"
"7792",2016,"The Beaches","Outside"
"7793",2016,"Mount Olive-Silverstone-Jamestown","Apartment"
"7794",2016,"Dovercourt-Wallace Emerson-Junction","Outside"
"7795",2016,"Willowdale East","Outside"
"7796",2016,"Princess-Rosethorn","Commercial"
"7797",2016,"The Beaches","Other"
"7798",2016,"West Humber-Clairville","Outside"
"7799",2016,"West Hill","Outside"
"7800",2016,"Willowdale West","Apartment"
"7801",2016,"South Riverdale","Other"
"7802",2016,"NSA","Commercial"
"7803",2016,"Rosedale-Moore Park","Outside"
"7804",2016,"Waterfront Communities-The Island","Outside"
"7805",2016,"Cabbagetown-South St.James Town","Outside"
"7806",2016,"Church-Yonge Corridor","Outside"
"7807",2016,"Bay Street Corridor","Outside"
"7808",2016,"Playter Estates-Danforth","House"
"7809",2016,"Cabbagetown-South St.James Town","Apartment"
"7810",2016,"Rosedale-Moore Park","Outside"
"7811",2016,"North St.James Town","Commercial"
"7812",2016,"High Park North","Educational"
"7813",2016,"South Riverdale","Other"
"7814",2016,"Bay Street Corridor","Commercial"
"7815",2016,"Waterfront Communities-The Island","House"
"7816",2016,"Cliffcrest","House"
"7817",2016,"Waterfront Communities-The Island","Outside"
"7818",2016,"Roncesvalles","Outside"
"7819",2016,"Waterfront Communities-The Island","Outside"
"7820",2016,"Roncesvalles","Commercial"
"7821",2016,"Kensington-Chinatown","Other"
"7822",2016,"Guildwood","House"
"7823",2016,"Church-Yonge Corridor","Commercial"
"7824",2016,"Waterfront Communities-The Island","Outside"
"7825",2016,"Cliffcrest","Other"
"7826",2016,"Trinity-Bellwoods","Apartment"
"7827",2016,"Willowdale West","Other"
"7828",2016,"Thorncliffe Park","Commercial"
"7829",2016,"South Riverdale","House"
"7830",2016,"Bay Street Corridor","Apartment"
"7831",2016,"Palmerston-Little Italy","House"
"7832",2016,"Mount Pleasant East","Commercial"
"7833",2016,"Annex","Outside"
"7834",2016,"Bay Street Corridor","Outside"
"7835",2016,"Annex","House"
"7836",2016,"Kingsway South","Outside"
"7837",2016,"Church-Yonge Corridor","Outside"
"7838",2016,"Bridle Path-Sunnybrook-York Mills","House"
"7839",2016,"Moss Park","Outside"
"7840",2016,"Wexford/Maryvale","House"
"7841",2016,"Waterfront Communities-The Island","Outside"
"7842",2016,"South Riverdale","House"
"7843",2016,"Dovercourt-Wallace Emerson-Junction","House"
"7844",2016,"Moss Park","Apartment"
"7845",2016,"Waterfront Communities-The Island","Outside"
"7846",2016,"Newtonbrook West","Apartment"
"7847",2016,"South Riverdale","Outside"
"7848",2016,"Church-Yonge Corridor","Outside"
"7849",2016,"Palmerston-Little Italy","Commercial"
"7850",2016,"High Park-Swansea","House"
"7851",2016,"High Park North","Apartment"
"7852",2016,"Church-Yonge Corridor","Other"
"7853",2016,"Waterfront Communities-The Island","Outside"
"7854",2016,"Guildwood","House"
"7855",2016,"Church-Yonge Corridor","Outside"
"7856",2016,"Little Portugal","House"
"7857",2016,"Dovercourt-Wallace Emerson-Junction","House"
"7858",2016,"Bay Street Corridor","Transit"
"7859",2016,"High Park-Swansea","Outside"
"7860",2016,"Waterfront Communities-The Island","Commercial"
"7861",2016,"Mount Olive-Silverstone-Jamestown","Other"
"7862",2016,"Westminster-Branson","Apartment"
"7863",2016,"Waterfront Communities-The Island","Commercial"
"7864",2016,"Waterfront Communities-The Island","Commercial"
"7865",2016,"University","Educational"
"7866",2016,"Trinity-Bellwoods","Commercial"
"7867",2016,"North St.James Town","Apartment"
"7868",2016,"Little Portugal","House"
"7869",2016,"Wexford/Maryvale","House"
"7870",2016,"South Riverdale","House"
"7871",2016,"Casa Loma","Outside"
"7872",2016,"Waterfront Communities-The Island","Other"
"7873",2016,"Little Portugal","House"
"7874",2016,"South Riverdale","Other"
"7875",2016,"Church-Yonge Corridor","Outside"
"7876",2016,"Niagara","Apartment"
"7877",2016,"Englemount-Lawrence","Transit"
"7878",2016,"Niagara","Apartment"
"7879",2016,"Lambton Baby Point","House"
"7880",2016,"East End-Danforth","House"
"7881",2016,"Mount Pleasant West","Apartment"
"7882",2016,"Islington-City Centre West","House"
"7883",2016,"Lawrence Park North","Other"
"7884",2016,"Victoria Village","Outside"
"7885",2016,"Cabbagetown-South St.James Town","Other"
"7886",2016,"Waterfront Communities-The Island","Apartment"
"7887",2016,"Bay Street Corridor","Commercial"
"7888",2016,"Church-Yonge Corridor","Outside"
"7889",2016,"Dufferin Grove","Outside"
"7890",2016,"Church-Yonge Corridor","Outside"
"7891",2016,"Roncesvalles","Other"
"7892",2016,"Casa Loma","Outside"
"7893",2016,"Church-Yonge Corridor","Outside"
"7894",2016,"Clairlea-Birchmount","Apartment"
"7895",2016,"Church-Yonge Corridor","Apartment"
"7896",2016,"Kensington-Chinatown","Outside"
"7897",2016,"Moss Park","Apartment"
"7898",2016,"Bay Street Corridor","Apartment"
"7899",2016,"Dufferin Grove","Outside"
"7900",2016,"Waterfront Communities-The Island","Outside"
"7901",2016,"South Riverdale","House"
"7902",2016,"Bay Street Corridor","Educational"
"7903",2016,"Highland Creek","Educational"
"7904",2016,"Leaside-Bennington","Commercial"
"7905",2016,"Niagara","Outside"
"7906",2016,"Trinity-Bellwoods","Outside"
"7907",2016,"North St.James Town","Outside"
"7908",2016,"Centennial Scarborough","Outside"
"7909",2016,"Bendale","House"
"7910",2016,"Lawrence Park North","Transit"
"7911",2016,"Bay Street Corridor","Commercial"
"7912",2016,"High Park-Swansea","Other"
"7913",2016,"Church-Yonge Corridor","Commercial"
"7914",2016,"Stonegate-Queensway","Outside"
"7915",2016,"West Hill","Other"
"7916",2016,"Black Creek","Commercial"
"7917",2016,"Broadview North","House"
"7918",2016,"University","Outside"
"7919",2016,"Cabbagetown-South St.James Town","Other"
"7920",2016,"Annex","Transit"
"7921",2016,"Trinity-Bellwoods","Apartment"
"7922",2016,"Kensington-Chinatown","Other"
"7923",2016,"Highland Creek","Educational"
"7924",2016,"Rosedale-Moore Park","Commercial"
"7925",2016,"Annex","Commercial"
"7926",2016,"Henry Farm","Apartment"
"7927",2016,"Palmerston-Little Italy","House"
"7928",2016,"University","Educational"
"7929",2016,"Kensington-Chinatown","Other"
"7930",2016,"Niagara","Outside"
"7931",2016,"Wychwood","Outside"
"7932",2016,"The Beaches","Other"
"7933",2016,"North Riverdale","Other"
"7934",2016,"High Park North","House"
"7935",2016,"West Hill","House"
"7936",2016,"Wychwood","Other"
"7937",2016,"Scarborough Village","Outside"
"7938",2016,"Waterfront Communities-The Island","Outside"
"7939",2016,"Newtonbrook East","Transit"
"7940",2016,"Mount Olive-Silverstone-Jamestown","Commercial"
"7941",2016,"East End-Danforth","House"
"7942",2016,"Oakridge","Outside"
"7943",2016,"Birchcliffe-Cliffside","House"
"7944",2016,"OConnor-Parkview","Other"
"7945",2016,"Annex","Commercial"
"7946",2016,"Bay Street Corridor","Outside"
"7947",2016,"Bayview Village","Outside"
"7948",2016,"Woburn","House"
"7949",2016,"Corso Italia-Davenport","House"
"7950",2016,"Niagara","Outside"
"7951",2016,"Glenfield-Jane Heights","Outside"
"7952",2016,"Waterfront Communities-The Island","Outside"
"7953",2016,"Runnymede-Bloor West Village","Outside"
"7954",2016,"NSA","Other"
"7955",2016,"Waterfront Communities-The Island","Outside"
"7956",2016,"University","Apartment"
"7957",2016,"Lambton Baby Point","House"
"7958",2016,"Kensington-Chinatown","Outside"
"7959",2016,"Rouge","Outside"
"7960",2016,"Annex","Educational"
"7961",2016,"West Hill","Educational"
"7962",2016,"Trinity-Bellwoods","Outside"
"7963",2016,"University","Outside"
"7964",2016,"South Riverdale","Other"
"7965",2016,"Waterfront Communities-The Island","Outside"
"7966",2016,"Englemount-Lawrence","Outside"
"7967",2016,"Bay Street Corridor","Outside"
"7968",2016,"Church-Yonge Corridor","Commercial"
"7969",2016,"University","Other"
"7970",2016,"Lawrence Park South","Other"
"7971",2016,"Moss Park","House"
"7972",2016,"Downsview-Roding-CFB","Transit"
"7973",2016,"Annex","Commercial"
"7974",2016,"Waterfront Communities-The Island","Apartment"
"7975",2016,"Moss Park","Apartment"
"7976",2016,"Bay Street Corridor","Outside"
"7977",2016,"University","Educational"
"7978",2016,"Kensington-Chinatown","Apartment"
"7979",2016,"Niagara","Apartment"
"7980",2016,"Little Portugal","Commercial"
"7981",2016,"Moss Park","Other"
"7982",2016,"Trinity-Bellwoods","Outside"
"7983",2016,"North Riverdale","Other"
"7984",2016,"Waterfront Communities-The Island","Outside"
"7985",2016,"Waterfront Communities-The Island","Outside"
"7986",2016,"Trinity-Bellwoods","Outside"
"7987",2016,"Lambton Baby Point","House"
"7988",2016,"Church-Yonge Corridor","Apartment"
"7989",2016,"Bay Street Corridor","Commercial"
"7990",2016,"Bay Street Corridor","Other"
"7991",2016,"High Park-Swansea","House"
"7992",2016,"Annex","Transit"
"7993",2016,"Dufferin Grove","Educational"
"7994",2016,"Palmerston-Little Italy","Other"
"7995",2016,"Waterfront Communities-The Island","Outside"
"7996",2016,"South Riverdale","House"
"7997",2016,"Willowdale West","Outside"
"7998",2016,"Annex","Outside"
"7999",2016,"Highland Creek","Educational"
"8000",2016,"South Riverdale","Outside"
"8001",2017,"Kensington-Chinatown","Apartment"
"8002",2017,"Junction Area","Commercial"
"8003",2017,"Moss Park","Apartment"
"8004",2017,"Kensington-Chinatown","Other"
"8005",2017,"University","Educational"
"8006",2017,"Trinity-Bellwoods","Commercial"
"8007",2017,"Waterfront Communities-The Island","Apartment"
"8008",2017,"University","Outside"
"8009",2017,"Bay Street Corridor","Outside"
"8010",2017,"Trinity-Bellwoods","Other"
"8011",2017,"Waterfront Communities-The Island","Apartment"
"8012",2017,"University","Educational"
"8013",2017,"Waterfront Communities-The Island","Apartment"
"8014",2017,"Regent Park","Apartment"
"8015",2017,"University","Educational"
"8016",2017,"Church-Yonge Corridor","Apartment"
"8017",2017,"Bay Street Corridor","Commercial"
"8018",2017,"Rexdale-Kipling","Outside"
"8019",2017,"Rosedale-Moore Park","Outside"
"8020",2017,"Bay Street Corridor","Outside"
"8021",2017,"Highland Creek","Educational"
"8022",2017,"High Park-Swansea","Outside"
"8023",2017,"Church-Yonge Corridor","Educational"
"8024",2017,"University","Educational"
"8025",2017,"Stonegate-Queensway","Apartment"
"8026",2016,"Bay Street Corridor","Commercial"
"8027",2017,"University","Educational"
"8028",2017,"Waterfront Communities-The Island","Outside"
"8029",2017,"York University Heights","Commercial"
"8030",2017,"Bay Street Corridor","Other"
"8031",2017,"Church-Yonge Corridor","Apartment"
"8032",2017,"Keelesdale-Eglinton West","House"
"8033",2017,"Kensington-Chinatown","Outside"
"8034",2017,"Glenfield-Jane Heights","Commercial"
"8035",2017,"Keelesdale-Eglinton West","Apartment"
"8036",2017,"Church-Yonge Corridor","Apartment"
"8037",2017,"University","Educational"
"8038",2016,"University","Other"
"8039",2017,"Annex","Outside"
"8040",2017,"Annex","Outside"
"8041",2017,"Bay Street Corridor","Outside"
"8042",2017,"Roncesvalles","House"
"8043",2016,"Church-Yonge Corridor","Commercial"
"8044",2017,"Moss Park","Apartment"
"8045",2017,"South Riverdale","House"
"8046",2017,"Annex","House"
"8047",2017,"Taylor-Massey","Commercial"
"8048",2017,"Cabbagetown-South St.James Town","Outside"
"8049",2017,"Bay Street Corridor","Outside"
"8050",2017,"Runnymede-Bloor West Village","Educational"
"8051",2017,"Waterfront Communities-The Island","Outside"
"8052",2017,"University","Educational"
"8053",2017,"Niagara","Outside"
"8054",2017,"Waterfront Communities-The Island","Outside"
"8055",2017,"Bay Street Corridor","Outside"
"8056",2017,"Niagara","Apartment"
"8057",2017,"Dovercourt-Wallace Emerson-Junction","Outside"
"8058",2017,"Moss Park","Outside"
"8059",2017,"University","Outside"
"8060",2017,"Waterfront Communities-The Island","Outside"
"8061",2017,"Niagara","Apartment"
"8062",2017,"South Riverdale","Apartment"
"8063",2017,"Church-Yonge Corridor","Apartment"
"8064",2017,"Mount Pleasant West","Outside"
"8065",2017,"Niagara","Outside"
"8066",2017,"Palmerston-Little Italy","Other"
"8067",2017,"Rockcliffe-Smythe","House"
"8068",2017,"University","Educational"
"8069",2017,"Danforth East York","House"
"8070",2017,"Church-Yonge Corridor","Apartment"
"8071",2017,"University","Outside"
"8072",2017,"Niagara","Apartment"
"8073",2017,"Kensington-Chinatown","House"
"8074",2017,"Broadview North","Apartment"
"8075",2017,"Church-Yonge Corridor","Outside"
"8076",2017,"Willowdale West","Outside"
"8077",2017,"Blake-Jones","House"
"8078",2017,"Blake-Jones","House"
"8079",2017,"Kensington-Chinatown","Outside"
"8080",2017,"Moss Park","Outside"
"8081",2017,"Dovercourt-Wallace Emerson-Junction","Other"
"8082",2017,"Wychwood","Outside"
"8083",2017,"Danforth","House"
"8084",2017,"Palmerston-Little Italy","Outside"
"8085",2017,"Bay Street Corridor","Apartment"
"8086",2017,"Kensington-Chinatown","Other"
"8087",2017,"Yorkdale-Glen Park","Commercial"
"8088",2017,"East End-Danforth","Outside"
"8089",2017,"Roncesvalles","Apartment"
"8090",2017,"Bay Street Corridor","Outside"
"8091",2017,"Annex","Outside"
"8092",2017,"Trinity-Bellwoods","Other"
"8093",2017,"High Park North","Other"
"8094",2017,"Moss Park","Apartment"
"8095",2017,"Forest Hill South","Apartment"
"8096",2017,"Rosedale-Moore Park","Outside"
"8097",2017,"Trinity-Bellwoods","House"
"8098",2017,"Junction Area","Other"
"8099",2017,"Waterfront Communities-The Island","Outside"
"8100",2017,"High Park North","Other"
"8101",2017,"University","Educational"
"8102",2017,"Junction Area","Other"
"8103",2017,"Dovercourt-Wallace Emerson-Junction","Other"
"8104",2017,"East End-Danforth","Transit"
"8105",2017,"Old East York","Transit"
"8106",2017,"Waterfront Communities-The Island","Outside"
"8107",2017,"Briar Hill-Belgravia","Outside"
"8108",2017,"East End-Danforth","Educational"
"8109",2016,"North St.James Town","Apartment"
"8110",2017,"Dovercourt-Wallace Emerson-Junction","Apartment"
"8111",2016,"Dovercourt-Wallace Emerson-Junction","Other"
"8112",2017,"Long Branch","Commercial"
"8113",2016,"Palmerston-Little Italy","Educational"
"8114",2017,"North Riverdale","Apartment"
"8115",2017,"Little Portugal","Outside"
"8116",2016,"North St.James Town","Apartment"
"8117",2017,"Thorncliffe Park","Outside"
"8118",2017,"Weston-Pellam Park","Commercial"
"8119",2017,"Palmerston-Little Italy","Apartment"
"8120",2016,"Dufferin Grove","Apartment"
"8121",2016,"Wexford/Maryvale","House"
"8122",2017,"Waterfront Communities-The Island","Commercial"
"8123",2017,"Niagara","Commercial"
"8124",2017,"Bay Street Corridor","Outside"
"8125",2017,"Waterfront Communities-The Island","Outside"
"8126",2017,"Humbermede","Commercial"
"8127",2017,"Regent Park","Apartment"
"8128",2017,"Corso Italia-Davenport","Outside"
"8129",2017,"University","Transit"
"8130",2017,"Bay Street Corridor","Outside"
"8131",2017,"Waterfront Communities-The Island","Outside"
"8132",2017,"Waterfront Communities-The Island","Apartment"
"8133",2017,"Bay Street Corridor","Apartment"
"8134",2017,"Bay Street Corridor","Outside"
"8135",2017,"Mount Pleasant West","Apartment"
"8136",2017,"Dufferin Grove","House"
"8137",2017,"Kensington-Chinatown","Apartment"
"8138",2017,"Niagara","Other"
"8139",2017,"University","Educational"
"8140",2017,"Kensington-Chinatown","Other"
"8141",2017,"Church-Yonge Corridor","Outside"
"8142",2017,"Cabbagetown-South St.James Town","Apartment"
"8143",2017,"Rosedale-Moore Park","House"
"8144",2017,"Lawrence Park South","House"
"8145",2017,"South Riverdale","Commercial"
"8146",2017,"Niagara","Other"
"8147",2017,"Church-Yonge Corridor","Educational"
"8148",2017,"Palmerston-Little Italy","House"
"8149",2017,"Eringate-Centennial-West Deane","Outside"
"8150",2017,"Church-Yonge Corridor","Apartment"
"8151",2017,"Mount Pleasant West","Apartment"
"8152",2017,"University","Educational"
"8153",2017,"NSA","Outside"
"8154",2017,"Kensington-Chinatown","Outside"
"8155",2017,"Playter Estates-Danforth","Other"
"8156",2017,"Weston-Pellam Park","Outside"
"8157",2017,"Niagara","House"
"8158",2017,"South Parkdale","Apartment"
"8159",2017,"North Riverdale","House"
"8160",2017,"Waterfront Communities-The Island","Outside"
"8161",2017,"Bay Street Corridor","Educational"
"8162",2017,"High Park-Swansea","Apartment"
"8163",2017,"Waterfront Communities-The Island","Apartment"
"8164",2017,"Lawrence Park North","House"
"8165",2017,"High Park-Swansea","Outside"
"8166",2017,"Waterfront Communities-The Island","Outside"
"8167",2017,"Annex","Outside"
"8168",2017,"Willowdale West","Transit"
"8169",2017,"Church-Yonge Corridor","Educational"
"8170",2017,"Niagara","Apartment"
"8171",2017,"High Park North","Apartment"
"8172",2017,"Church-Yonge Corridor","Outside"
"8173",2017,"Palmerston-Little Italy","House"
"8174",2017,"Niagara","Apartment"
"8175",2017,"Moss Park","Outside"
"8176",2017,"High Park North","House"
"8177",2017,"University","Outside"
"8178",2017,"Niagara","Apartment"
"8179",2017,"Moss Park","Apartment"
"8180",2017,"Cabbagetown-South St.James Town","Apartment"
"8181",2017,"South Parkdale","Outside"
"8182",2017,"High Park North","Outside"
"8183",2017,"Annex","Outside"
"8184",2017,"Niagara","Outside"
"8185",2017,"Waterfront Communities-The Island","Apartment"
"8186",2017,"Newtonbrook West","Transit"
"8187",2017,"Agincourt South-Malvern West","Educational"
"8188",2017,"University","Other"
"8189",2017,"Roncesvalles","Apartment"
"8190",2017,"University","Educational"
"8191",2017,"Weston-Pellam Park","House"
"8192",2017,"Roncesvalles","Apartment"
"8193",2017,"High Park-Swansea","Other"
"8194",2017,"Roncesvalles","House"
"8195",2017,"Waterfront Communities-The Island","Apartment"
"8196",2017,"Waterfront Communities-The Island","Commercial"
"8197",2017,"Casa Loma","Outside"
"8198",2017,"Dovercourt-Wallace Emerson-Junction","Outside"
"8199",2017,"Rouge","Transit"
"8200",2017,"Playter Estates-Danforth","Apartment"
"8201",2017,"South Parkdale","Outside"
"8202",2017,"Dovercourt-Wallace Emerson-Junction","Outside"
"8203",2017,"Rosedale-Moore Park","Outside"
"8204",2017,"Dovercourt-Wallace Emerson-Junction","Apartment"
"8205",2017,"The Beaches","Apartment"
"8206",2017,"Dovercourt-Wallace Emerson-Junction","House"
"8207",2017,"High Park North","Other"
"8208",2017,"South Riverdale","Apartment"
"8209",2017,"Roncesvalles","Educational"
"8210",2017,"University","Outside"
"8211",2017,"Yonge-St.Clair","Apartment"
"8212",2017,"Regent Park","Apartment"
"8213",2017,"Annex","Commercial"
"8214",2017,"Kensington-Chinatown","House"
"8215",2017,"Trinity-Bellwoods","Outside"
"8216",2017,"High Park North","Other"
"8217",2017,"Newtonbrook West","Outside"
"8218",2017,"Don Valley Village","Apartment"
"8219",2017,"Bay Street Corridor","Apartment"
"8220",2017,"Leaside-Bennington","House"
"8221",2016,"Kingsway South","Transit"
"8222",2017,"Mimico","Commercial"
"8223",2016,"Kensington-Chinatown","Outside"
"8224",2016,"Humewood-Cedarvale","House"
"8225",2017,"Moss Park","Educational"
"8226",2017,"NSA","Educational"
"8227",2017,"Roncesvalles","Other"
"8228",2017,"Church-Yonge Corridor","Apartment"
"8229",2017,"Bay Street Corridor","Commercial"
"8230",2017,"Kensington-Chinatown","Commercial"
"8231",2016,"Annex","Other"
"8232",2017,"Waterfront Communities-The Island","Outside"
"8233",2017,"University","Apartment"
"8234",2016,"The Beaches","House"
"8235",2017,"Church-Yonge Corridor","Educational"
"8236",2016,"Parkwoods-Donalda","House"
"8237",2016,"South Riverdale","Other"
"8238",2017,"Waterfront Communities-The Island","Outside"
"8239",2017,"Palmerston-Little Italy","Other"
"8240",2017,"Waterfront Communities-The Island","Outside"
"8241",2016,"Annex","House"
"8242",2016,"Cabbagetown-South St.James Town","House"
"8243",2017,"Niagara","Apartment"
"8244",2017,"Casa Loma","Outside"
"8245",2017,"Eglinton East","Transit"
"8246",2017,"Waterfront Communities-The Island","Commercial"
"8247",2016,"Rosedale-Moore Park","Outside"
"8248",2016,"South Riverdale","Outside"
"8249",2017,"University","Outside"
"8250",2017,"Niagara","Apartment"
"8251",2017,"South Riverdale","Outside"
"8252",2017,"High Park-Swansea","Apartment"
"8253",2016,"Runnymede-Bloor West Village","Transit"
"8254",2016,"North St.James Town","Other"
"8255",2017,"North St.James Town","Apartment"
"8256",2017,"Clairlea-Birchmount","Outside"
"8257",2017,"Regent Park","Apartment"
"8258",2016,"Runnymede-Bloor West Village","House"
"8259",2016,"Wychwood","Outside"
"8260",2017,"Annex","Educational"
"8261",2017,"Cabbagetown-South St.James Town","House"
"8262",2017,"Brookhaven-Amesbury","Outside"
"8263",2016,"Church-Yonge Corridor","Apartment"
"8264",2016,"Henry Farm","Outside"
"8265",2016,"Flemingdon Park","Other"
"8266",2017,"Dovercourt-Wallace Emerson-Junction","House"
"8267",2016,"South Riverdale","Apartment"
"8268",2016,"South Riverdale","Commercial"
"8269",2016,"Kensington-Chinatown","Other"
"8270",2016,"Moss Park","Outside"
"8271",2016,"Dovercourt-Wallace Emerson-Junction","House"
"8272",2016,"South Parkdale","Outside"
"8273",2016,"The Beaches","Outside"
"8274",2016,"Rosedale-Moore Park","Commercial"
"8275",2016,"The Beaches","Apartment"
"8276",2016,"Oakwood Village","Other"
"8277",2016,"Bay Street Corridor","Outside"
"8278",2016,"Mount Pleasant West","Commercial"
"8279",2016,"Bay Street Corridor","Commercial"
"8280",2016,"Mount Pleasant West","Apartment"
"8281",2016,"Waterfront Communities-The Island","Transit"
"8282",2016,"Waterfront Communities-The Island","Apartment"
"8283",2016,"Church-Yonge Corridor","Apartment"
"8284",2016,"Mimico","Apartment"
"8285",2016,"Bay Street Corridor","Other"
"8286",2016,"South Riverdale","House"
"8287",2016,"Kensington-Chinatown","Other"
"8288",2016,"The Beaches","Apartment"
"8289",2016,"Mimico","Other"
"8290",2016,"Kensington-Chinatown","Other"
"8291",2016,"Willowdale West","Apartment"
"8292",2016,"University","Educational"
"8293",2016,"Church-Yonge Corridor","Educational"
"8294",2016,"Roncesvalles","Other"
"8295",2016,"Waterfront Communities-The Island","Other"
"8296",2016,"Niagara","Apartment"
"8297",2016,"Moss Park","Commercial"
"8298",2016,"South Riverdale","Other"
"8299",2016,"High Park North","House"
"8300",2016,"Annex","Outside"
"8301",2016,"Waterfront Communities-The Island","Outside"
"8302",2016,"Bay Street Corridor","Commercial"
"8303",2016,"Danforth","House"
"8304",2016,"Church-Yonge Corridor","Commercial"
"8305",2016,"NSA","Outside"
"8306",2016,"The Beaches","House"
"8307",2016,"Waterfront Communities-The Island","Commercial"
"8308",2016,"Moss Park","House"
"8309",2016,"Palmerston-Little Italy","Apartment"
"8310",2016,"Regent Park","Commercial"
"8311",2016,"Palmerston-Little Italy","Commercial"
"8312",2016,"Englemount-Lawrence","Other"
"8313",2016,"Mount Pleasant East","House"
"8314",2016,"Annex","Educational"
"8315",2016,"Kingsway South","Commercial"
"8316",2016,"High Park North","Outside"
"8317",2016,"Mimico","Apartment"
"8318",2016,"North St.James Town","Apartment"
"8319",2016,"Church-Yonge Corridor","Apartment"
"8320",2016,"Church-Yonge Corridor","Outside"
"8321",2016,"The Beaches","Apartment"
"8322",2016,"Annex","Commercial"
"8323",2017,"Yonge-St.Clair","Outside"
"8324",2017,"Moss Park","Apartment"
"8325",2017,"The Beaches","Apartment"
"8326",2017,"University","Educational"
"8327",2017,"Mount Pleasant West","Commercial"
"8328",2017,"Mimico","Apartment"
"8329",2017,"Woburn","Outside"
