"","Report_Year","NeighbourhoodName","Premises_Type"
"11365",2018,"Bay Street Corridor","Educational"
"11366",2018,"Palmerston-Little Italy","Outside"
"11367",2018,"University","Educational"
"11368",2018,"Mimico","Apartment"
"11369",2018,"University","Educational"
"11370",2018,"Lawrence Park South","Other"
"11371",2018,"North Riverdale","Outside"
"11372",2018,"Palmerston-Little Italy","Commercial"
"11373",2018,"Mimico","Apartment"
"11374",2018,"Dovercourt-Wallace Emerson-Junction","Commercial"
"11375",2018,"Waterfront Communities-The Island","Commercial"
"11376",2018,"York University Heights","Commercial"
"11377",2018,"Islington-City Centre West","Commercial"
"11378",2018,"Bay Street Corridor","Commercial"
"11379",2018,"University","Commercial"
"11380",2018,"Waterfront Communities-The Island","Apartment"
"11381",2018,"Roncesvalles","Other"
"11382",2018,"Waterfront Communities-The Island","Apartment"
"11383",2018,"Bay Street Corridor","Educational"
"11384",2018,"Maple Leaf","Apartment"
"11385",2018,"High Park North","Other"
"11386",2018,"University","Educational"
"11387",2018,"East End-Danforth","Commercial"
"11388",2018,"Waterfront Communities-The Island","Commercial"
"11389",2018,"Waterfront Communities-The Island","Apartment"
"11390",2018,"High Park North","Other"
"11391",2018,"Annex","Apartment"
"11392",2018,"South Riverdale","Apartment"
"11393",2018,"Waterfront Communities-The Island","Apartment"
"11394",2018,"Little Portugal","Outside"
"11395",2018,"Rosedale-Moore Park","Outside"
"11396",2018,"University","Apartment"
"11397",2018,"Cabbagetown-South St.James Town","Commercial"
"11398",2018,"Bayview Village","Apartment"
"11399",2018,"Mount Pleasant West","Apartment"
"11400",2018,"Waterfront Communities-The Island","Apartment"
"11401",2018,"Rouge","House"
"11402",2018,"Rosedale-Moore Park","Outside"
"11403",2018,"Willowdale East","Outside"
"11404",2018,"High Park North","Apartment"
"11405",2018,"Bay Street Corridor","Outside"
"11406",2018,"Niagara","Outside"
"11407",2018,"Moss Park","Apartment"
"11408",2018,"Bay Street Corridor","Apartment"
"11409",2018,"Mimico","Outside"
"11410",2018,"The Beaches","Apartment"
"11411",2018,"South Parkdale","Apartment"
"11412",2018,"Bay Street Corridor","Outside"
"11413",2018,"The Beaches","Apartment"
"11414",2018,"South Riverdale","Outside"
"11415",2018,"Waterfront Communities-The Island","Apartment"
"11416",2018,"Mount Pleasant West","Apartment"
"11417",2018,"Downsview-Roding-CFB","Outside"
"11418",2018,"Downsview-Roding-CFB","Outside"
"11419",2018,"South Riverdale","Apartment"
"11420",2018,"Niagara","Apartment"
"11421",2018,"Long Branch","Outside"
"11422",2018,"Church-Yonge Corridor","Outside"
"11423",2018,"South Riverdale","Outside"
"11424",2018,"Waterfront Communities-The Island","Apartment"
"11425",2018,"Mount Pleasant West","Apartment"
"11426",2018,"Mount Pleasant West","Outside"
"11427",2018,"University","Apartment"
"11428",2018,"Waterfront Communities-The Island","Apartment"
"11429",2018,"Bay Street Corridor","Outside"
"11430",2018,"Waterfront Communities-The Island","Apartment"
"11431",2018,"South Riverdale","Outside"
"11432",2018,"Waterfront Communities-The Island","Apartment"
"11433",2018,"South Parkdale","Commercial"
"11434",2018,"Annex","Commercial"
"11435",2018,"Playter Estates-Danforth","Apartment"
"11436",2018,"Humewood-Cedarvale","House"
"11437",2018,"Moss Park","Other"
"11438",2018,"Bay Street Corridor","Commercial"
"11439",2018,"Humewood-Cedarvale","House"
"11440",2018,"Palmerston-Little Italy","House"
"11441",2018,"Oakridge","Apartment"
"11442",2018,"Niagara","Apartment"
"11443",2018,"Bay Street Corridor","Apartment"
"11444",2018,"Little Portugal","Apartment"
"11445",2018,"Bay Street Corridor","Outside"
"11446",2018,"Kensington-Chinatown","Outside"
"11447",2018,"Little Portugal","Other"
"11448",2018,"Niagara","Transit"
"11449",2018,"Palmerston-Little Italy","House"
"11450",2018,"Rosedale-Moore Park","Apartment"
"11451",2018,"Palmerston-Little Italy","House"
"11452",2018,"Cabbagetown-South St.James Town","Commercial"
"11453",2018,"South Parkdale","Apartment"
"11454",2018,"High Park-Swansea","Other"
"11455",2017,"Bay Street Corridor","Other"
"11456",2017,"Islington-City Centre West","Commercial"
"11457",2014,"Waterfront Communities-The Island","Apartment"
"11458",2017,"Church-Yonge Corridor","Outside"
"11459",2017,"Mount Dennis","House"
"11460",2018,"High Park North","Apartment"
"11461",2018,"Leaside-Bennington","Educational"
"11462",2014,"Yorkdale-Glen Park","House"
"11463",2018,"Palmerston-Little Italy","Other"
"11464",2017,"Dovercourt-Wallace Emerson-Junction","Outside"
"11465",2017,"Bay Street Corridor","Commercial"
"11466",2018,"Banbury-Don Mills","Commercial"
"11467",2014,"NSA","Outside"
"11468",2017,"Church-Yonge Corridor","Other"
"11469",2018,"Waterfront Communities-The Island","Apartment"
"11470",2017,"Little Portugal","Outside"
"11471",2018,"Mimico","Apartment"
"11472",2018,"Casa Loma","House"
"11473",2014,"Trinity-Bellwoods","Other"
"11474",2017,"Bay Street Corridor","Commercial"
"11475",2018,"Downsview-Roding-CFB","Commercial"
"11476",2017,"Moss Park","Apartment"
"11477",2018,"North St.James Town","Apartment"
"11478",2018,"Banbury-Don Mills","Apartment"
"11479",2017,"Bay Street Corridor","Outside"
"11480",2014,"Alderwood","House"
"11481",2017,"Bendale","Outside"
"11482",2018,"Mimico","Apartment"
"11483",2018,"Trinity-Bellwoods","House"
"11484",2017,"The Beaches","Other"
"11485",2014,"Humewood-Cedarvale","House"
"11486",2017,"Niagara","Outside"
"11487",2017,"Bay Street Corridor","Outside"
"11488",2017,"Niagara","Apartment"
"11489",2017,"Wychwood","Commercial"
"11490",2017,"South Riverdale","Other"
"11491",2017,"North St.James Town","Educational"
"11492",2017,"Bay Street Corridor","Commercial"
"11493",2017,"Niagara","Outside"
"11494",2017,"Moss Park","Outside"
"11495",2017,"University","Educational"
"11496",2017,"Moss Park","Apartment"
"11497",2017,"Dufferin Grove","Apartment"
"11498",2017,"Kensington-Chinatown","Outside"
"11499",2017,"Waterfront Communities-The Island","Outside"
"11500",2017,"Church-Yonge Corridor","Outside"
"11501",2017,"Waterfront Communities-The Island","Commercial"
"11502",2017,"Annex","Outside"
"11503",2017,"Annex","Outside"
"11504",2017,"North Riverdale","Outside"
"11505",2017,"University","Commercial"
"11506",2017,"West Humber-Clairville","Outside"
"11507",2017,"Waterfront Communities-The Island","Outside"
"11508",2017,"Moss Park","Outside"
"11509",2017,"High Park-Swansea","Apartment"
"11510",2017,"New Toronto","Educational"
"11511",2017,"Blake-Jones","Outside"
"11512",2017,"Little Portugal","Apartment"
"11513",2017,"Waterfront Communities-The Island","Apartment"
"11514",2017,"Waterfront Communities-The Island","Other"
"11515",2017,"Greenwood-Coxwell","House"
"11516",2017,"Bay Street Corridor","Educational"
"11517",2017,"Waterfront Communities-The Island","Outside"
"11518",2017,"Bay Street Corridor","Outside"
"11519",2017,"Niagara","Outside"
"11520",2017,"Trinity-Bellwoods","House"
"11521",2017,"Kensington-Chinatown","Other"
"11522",2017,"NSA","Outside"
"11523",2017,"Church-Yonge Corridor","Outside"
"11524",2017,"Leaside-Bennington","Educational"
"11525",2017,"Bay Street Corridor","Outside"
"11526",2017,"South Riverdale","Educational"
"11527",2017,"Waterfront Communities-The Island","Apartment"
"11528",2017,"Little Portugal","Commercial"
"11529",2017,"Waterfront Communities-The Island","Apartment"
"11530",2017,"Church-Yonge Corridor","Educational"
"11531",2017,"Church-Yonge Corridor","Commercial"
"11532",2017,"Mimico","Apartment"
"11533",2017,"Waterfront Communities-The Island","Other"
"11534",2017,"University","Apartment"
"11535",2017,"Trinity-Bellwoods","House"
"11536",2017,"University","Educational"
"11537",2017,"Waterfront Communities-The Island","Outside"
"11538",2017,"University","Educational"
"11539",2017,"Moss Park","Outside"
"11540",2017,"Woburn","Educational"
"11541",2017,"Niagara","Outside"
"11542",2017,"Kensington-Chinatown","Commercial"
"11543",2017,"Forest Hill South","Apartment"
"11544",2017,"Bay Street Corridor","Educational"
"11545",2017,"Church-Yonge Corridor","Outside"
"11546",2017,"University","Educational"
"11547",2017,"Mount Pleasant West","Educational"
"11548",2017,"North Riverdale","House"
"11549",2017,"Bay Street Corridor","Commercial"
"11550",2017,"Waterfront Communities-The Island","Apartment"
"11551",2017,"Waterfront Communities-The Island","Apartment"
"11552",2017,"Little Portugal","Apartment"
"11553",2017,"Englemount-Lawrence","Apartment"
"11554",2017,"South Riverdale","Other"
"11555",2017,"Bay Street Corridor","Other"
"11556",2017,"University","Educational"
"11557",2017,"Kensington-Chinatown","Outside"
"11558",2017,"Clairlea-Birchmount","House"
"11559",2017,"Waterfront Communities-The Island","Outside"
"11560",2017,"Moss Park","Apartment"
"11561",2017,"West Hill","House"
"11562",2017,"Waterfront Communities-The Island","Apartment"
"11563",2017,"Moss Park","Apartment"
"11564",2017,"Church-Yonge Corridor","Other"
"11565",2017,"Regent Park","Outside"
"11566",2017,"Little Portugal","Apartment"
"11567",2017,"Waterfront Communities-The Island","Outside"
"11568",2017,"Church-Yonge Corridor","Educational"
"11569",2017,"Rosedale-Moore Park","Outside"
"11570",2017,"Waterfront Communities-The Island","Apartment"
"11571",2017,"Danforth","House"
"11572",2017,"South Riverdale","House"
"11573",2017,"Waterfront Communities-The Island","Apartment"
"11574",2017,"University","Educational"
"11575",2017,"Regent Park","Apartment"
"11576",2017,"Westminster-Branson","House"
"11577",2017,"Bay Street Corridor","Outside"
"11578",2017,"Cabbagetown-South St.James Town","Apartment"
"11579",2014,"Dovercourt-Wallace Emerson-Junction","House"
"11580",2017,"Church-Yonge Corridor","Other"
"11581",2017,"The Beaches","Other"
"11582",2018,"Waterfront Communities-The Island","Apartment"
"11583",2017,"University","Educational"
"11584",2018,"Bay Street Corridor","Outside"
"11585",2014,"Dovercourt-Wallace Emerson-Junction","House"
"11586",2017,"Kensington-Chinatown","Educational"
"11587",2018,"Dovercourt-Wallace Emerson-Junction","Other"
"11588",2017,"Annex","Commercial"
"11589",2014,"Waterfront Communities-The Island","Commercial"
"11590",2018,"University","Educational"
"11591",2017,"Dovercourt-Wallace Emerson-Junction","Outside"
"11592",2018,"Dovercourt-Wallace Emerson-Junction","House"
"11593",2017,"Wychwood","Outside"
"11594",2017,"Bay Street Corridor","Outside"
"11595",2017,"Bay Street Corridor","Other"
"11596",2017,"East End-Danforth","Outside"
"11597",2017,"Waterfront Communities-The Island","Apartment"
"11598",2017,"Palmerston-Little Italy","Outside"
"11599",2017,"New Toronto","Educational"
"11600",2017,"Niagara","Apartment"
"11601",2017,"Waterfront Communities-The Island","Apartment"
"11602",2017,"Dorset Park","Other"
"11603",2017,"Church-Yonge Corridor","Outside"
"11604",2017,"Annex","Apartment"
"11605",2017,"Church-Yonge Corridor","Apartment"
"11606",2017,"Waterfront Communities-The Island","Apartment"
"11607",2017,"University","Educational"
"11608",2017,"York University Heights","Apartment"
"11609",2017,"East End-Danforth","House"
"11610",2017,"Edenbridge-Humber Valley","Apartment"
"11611",2017,"Dufferin Grove","House"
"11612",2017,"Malvern","Commercial"
"11613",2017,"Waterfront Communities-The Island","Apartment"
"11614",2017,"South Riverdale","Outside"
"11615",2017,"Newtonbrook East","House"
"11616",2017,"High Park North","Outside"
"11617",2017,"Moss Park","Apartment"
"11618",2017,"Bay Street Corridor","Commercial"
"11619",2017,"Niagara","Outside"
"11620",2017,"North St.James Town","Commercial"
"11621",2017,"Clairlea-Birchmount","Outside"
"11622",2017,"Bay Street Corridor","Outside"
"11623",2017,"Dovercourt-Wallace Emerson-Junction","Outside"
"11624",2017,"North St.James Town","Outside"
"11625",2017,"Bay Street Corridor","Apartment"
"11626",2017,"South Parkdale","Apartment"
"11627",2017,"Church-Yonge Corridor","Outside"
"11628",2017,"OConnor-Parkview","Outside"
"11629",2017,"North St.James Town","Outside"
"11630",2017,"South Riverdale","Outside"
"11631",2017,"Church-Yonge Corridor","Commercial"
"11632",2017,"Annex","Outside"
"11633",2017,"Rosedale-Moore Park","Outside"
"11634",2017,"South Riverdale","Apartment"
"11635",2017,"North St.James Town","Outside"
"11636",2017,"Church-Yonge Corridor","Educational"
"11637",2017,"Little Portugal","Apartment"
"11638",2017,"Little Portugal","Apartment"
"11639",2017,"Dufferin Grove","Outside"
"11640",2017,"South Riverdale","Apartment"
"11641",2017,"South Riverdale","House"
"11642",2017,"South Riverdale","Other"
"11643",2017,"Dovercourt-Wallace Emerson-Junction","House"
"11644",2017,"Bedford Park-Nortown","Outside"
"11645",2017,"Kensington-Chinatown","House"
"11646",2017,"Regent Park","Commercial"
"11647",2017,"Kensington-Chinatown","Other"
"11648",2017,"Rosedale-Moore Park","Outside"
"11649",2017,"Glenfield-Jane Heights","Apartment"
"11650",2017,"Roncesvalles","Outside"
"11651",2017,"Ionview","House"
"11652",2017,"Waterfront Communities-The Island","Apartment"
"11653",2017,"Roncesvalles","Apartment"
"11654",2017,"South Riverdale","Apartment"
"11655",2017,"Waterfront Communities-The Island","Outside"
"11656",2017,"Bayview Woods-Steeles","House"
"11657",2017,"Annex","Apartment"
"11658",2017,"South Riverdale","Educational"
"11659",2017,"Waterfront Communities-The Island","Outside"
"11660",2017,"Little Portugal","Apartment"
"11661",2017,"Bay Street Corridor","Outside"
"11662",2017,"Moss Park","Outside"
"11663",2017,"Bay Street Corridor","Apartment"
"11664",2017,"Mount Pleasant West","Outside"
"11665",2017,"Mount Pleasant West","Outside"
"11666",2017,"Woodbine Corridor","House"
"11667",2017,"Annex","House"
"11668",2017,"Greenwood-Coxwell","House"
"11669",2017,"Humewood-Cedarvale","House"
"11670",2017,"Annex","Outside"
"11671",2017,"Dovercourt-Wallace Emerson-Junction","House"
"11672",2017,"Roncesvalles","Commercial"
"11673",2017,"High Park North","Apartment"
"11674",2017,"Moss Park","Other"
"11675",2017,"South Riverdale","Outside"
"11676",2017,"Casa Loma","Commercial"
"11677",2017,"Bay Street Corridor","Outside"
"11678",2017,"Yonge-St.Clair","Commercial"
"11679",2017,"Bridle Path-Sunnybrook-York Mills","Educational"
"11680",2017,"Dovercourt-Wallace Emerson-Junction","House"
"11681",2017,"Dovercourt-Wallace Emerson-Junction","House"
"11682",2017,"Church-Yonge Corridor","Commercial"
"11683",2017,"Mimico","Apartment"
"11684",2017,"Church-Yonge Corridor","Educational"
"11685",2017,"Church-Yonge Corridor","Other"
"11686",2017,"Annex","Outside"
"11687",2017,"Yonge-St.Clair","Apartment"
"11688",2017,"North St.James Town","House"
"11689",2017,"Annex","Outside"
"11690",2018,"Annex","Other"
"11691",2014,"Long Branch","House"
"11692",2017,"Bay Street Corridor","Outside"
"11693",2014,"Regent Park","Outside"
"11694",2018,"Annex","Commercial"
"11695",2018,"University","Educational"
"11696",2017,"Waterfront Communities-The Island","Commercial"
"11697",2018,"Moss Park","Apartment"
"11698",2018,"Islington-City Centre West","Outside"
"11699",2014,"Clairlea-Birchmount","House"
"11700",2018,"Roncesvalles","Apartment"
"11701",2017,"Trinity-Bellwoods","Apartment"
"11702",2018,"Waterfront Communities-The Island","Apartment"
"11703",2014,"The Beaches","Other"
"11704",2018,"Annex","Outside"
"11705",2017,"Regent Park","Outside"
"11706",2018,"South Riverdale","House"
"11707",2018,"Little Portugal","Apartment"
"11708",2014,"Kingsway South","House"
"11709",2017,"Waterfront Communities-The Island","Outside"
"11710",2018,"North St.James Town","Apartment"
"11711",2018,"Bay Street Corridor","Outside"
"11712",2018,"Mimico","Commercial"
"11713",2018,"Waterfront Communities-The Island","Apartment"
"11714",2018,"Woodbine Corridor","Other"
"11715",2018,"Mimico","Apartment"
"11716",2018,"High Park-Swansea","House"
"11717",2018,"Kensington-Chinatown","Outside"
"11718",2018,"OConnor-Parkview","Commercial"
"11719",2018,"Woodbine Corridor","Other"
"11720",2018,"Lawrence Park North","Other"
"11721",2018,"Dovercourt-Wallace Emerson-Junction","Outside"
"11722",2018,"Mimico","Apartment"
"11723",2018,"Dovercourt-Wallace Emerson-Junction","Outside"
"11724",2018,"Dovercourt-Wallace Emerson-Junction","House"
"11725",2018,"Dovercourt-Wallace Emerson-Junction","Other"
"11726",2018,"Church-Yonge Corridor","Outside"
"11727",2018,"Junction Area","Outside"
"11728",2018,"Kensington-Chinatown","Outside"
"11729",2018,"Humewood-Cedarvale","Other"
"11730",2018,"The Beaches","Other"
"11731",2018,"Eringate-Centennial-West Deane","House"
"11732",2018,"Little Portugal","House"
"11733",2018,"Bathurst Manor","House"
"11734",2018,"Kensington-Chinatown","Apartment"
"11735",2018,"Annex","Apartment"
"11736",2018,"Roncesvalles","Apartment"
"11737",2018,"Woodbine Corridor","Apartment"
"11738",2018,"Waterfront Communities-The Island","Other"
"11739",2018,"High Park North","Other"
"11740",2018,"Bayview Village","Commercial"
"11741",2018,"Waterfront Communities-The Island","Apartment"
"11742",2018,"University","Apartment"
"11743",2018,"Church-Yonge Corridor","Outside"
"11744",2018,"Little Portugal","Outside"
"11745",2018,"Thorncliffe Park","Apartment"
"11746",2018,"Waterfront Communities-The Island","Apartment"
"11747",2018,"Junction Area","Outside"
"11748",2018,"University","Educational"
"11749",2018,"Keelesdale-Eglinton West","Commercial"
"11750",2018,"Niagara","Outside"
"11751",2018,"South Parkdale","Apartment"
"11752",2018,"Church-Yonge Corridor","Outside"
"11753",2018,"Trinity-Bellwoods","Other"
"11754",2018,"Church-Yonge Corridor","Apartment"
"11755",2018,"Waterfront Communities-The Island","Outside"
"11756",2018,"South Riverdale","House"
"11757",2018,"Casa Loma","House"
"11758",2018,"Bay Street Corridor","Outside"
"11759",2018,"Waterfront Communities-The Island","Commercial"
"11760",2018,"Church-Yonge Corridor","Apartment"
"11761",2018,"Wychwood","Apartment"
"11762",2018,"Greenwood-Coxwell","House"
"11763",2018,"Mount Pleasant West","Outside"
"11764",2018,"Cabbagetown-South St.James Town","Educational"
"11765",2018,"Lawrence Park South","Educational"
"11766",2018,"Greenwood-Coxwell","House"
"11767",2018,"Bay Street Corridor","Other"
"11768",2018,"Dovercourt-Wallace Emerson-Junction","House"
"11769",2018,"Dufferin Grove","Outside"
"11770",2018,"Little Portugal","Apartment"
"11771",2018,"Danforth","House"
"11772",2018,"Bay Street Corridor","Outside"
"11773",2018,"Waterfront Communities-The Island","Apartment"
"11774",2018,"Danforth","House"
"11775",2018,"Taylor-Massey","Outside"
"11776",2018,"University","Other"
"11777",2018,"Willowridge-Martingrove-Richview","Other"
"11778",2018,"University","Other"
"11779",2018,"Waterfront Communities-The Island","Commercial"
"11780",2018,"Niagara","Outside"
"11781",2018,"Bay Street Corridor","Outside"
"11782",2018,"Church-Yonge Corridor","Outside"
"11783",2018,"University","Educational"
"11784",2018,"Church-Yonge Corridor","Other"
"11785",2018,"Rosedale-Moore Park","Outside"
"11786",2014,"Clairlea-Birchmount","Other"
"11787",2018,"Dovercourt-Wallace Emerson-Junction","Outside"
"11788",2017,"Corso Italia-Davenport","House"
"11789",2014,"Clairlea-Birchmount","Apartment"
"11790",2018,"Waterfront Communities-The Island","Other"
"11791",2014,"South Riverdale","Apartment"
"11792",2017,"Bay Street Corridor","Commercial"
"11793",2018,"Greenwood-Coxwell","Apartment"
"11794",2014,"The Beaches","Outside"
"11795",2017,"South Parkdale","Commercial"
"11796",2018,"Greenwood-Coxwell","Apartment"
"11797",2014,"Downsview-Roding-CFB","House"
"11798",2017,"Trinity-Bellwoods","Commercial"
"11799",2018,"North St.James Town","Outside"
"11800",2014,"Forest Hill North","House"
"11801",2017,"Long Branch","House"
"11802",2017,"Waterfront Communities-The Island","Outside"
"11803",2017,"Church-Yonge Corridor","Outside"
"11804",2017,"Dovercourt-Wallace Emerson-Junction","House"
"11805",2017,"Cabbagetown-South St.James Town","Outside"
"11806",2017,"Annex","Apartment"
"11807",2017,"East End-Danforth","Outside"
"11808",2017,"Pleasant View","Apartment"
"11809",2017,"Bay Street Corridor","Outside"
"11810",2017,"Annex","House"
"11811",2017,"Niagara","Apartment"
"11812",2017,"Church-Yonge Corridor","Outside"
"11813",2017,"Bay Street Corridor","Outside"
"11814",2017,"South Riverdale","Outside"
"11815",2017,"Church-Yonge Corridor","Outside"
"11816",2017,"Cabbagetown-South St.James Town","Outside"
"11817",2017,"Bay Street Corridor","Apartment"
"11818",2017,"Keelesdale-Eglinton West","Apartment"
"11819",2017,"Waterfront Communities-The Island","Outside"
"11820",2017,"University","Educational"
"11821",2017,"Annex","Commercial"
"11822",2017,"Junction Area","Apartment"
"11823",2017,"High Park North","Other"
"11824",2017,"Bay Street Corridor","Apartment"
"11825",2017,"Dovercourt-Wallace Emerson-Junction","Apartment"
"11826",2017,"Church-Yonge Corridor","Commercial"
"11827",2017,"Church-Yonge Corridor","Educational"
"11828",2017,"Annex","Apartment"
"11829",2017,"Kensington-Chinatown","Apartment"
"11830",2017,"Waterfront Communities-The Island","Commercial"
"11831",2017,"Little Portugal","Apartment"
"11832",2017,"Bay Street Corridor","Other"
"11833",2017,"Dovercourt-Wallace Emerson-Junction","House"
"11834",2017,"Birchcliffe-Cliffside","Outside"
"11835",2017,"Waterfront Communities-The Island","Outside"
"11836",2017,"Little Portugal","Outside"
"11837",2017,"Kensington-Chinatown","Other"
"11838",2017,"Kensington-Chinatown","Educational"
"11839",2017,"Bay Street Corridor","Commercial"
"11840",2017,"Regent Park","Outside"
"11841",2017,"Waterfront Communities-The Island","Apartment"
"11842",2017,"Annex","Commercial"
"11843",2017,"Palmerston-Little Italy","Educational"
"11844",2017,"New Toronto","Outside"
"11845",2017,"Roncesvalles","Apartment"
"11846",2017,"University","Apartment"
"11847",2017,"High Park-Swansea","House"
"11848",2017,"Greenwood-Coxwell","House"
"11849",2017,"Church-Yonge Corridor","Apartment"
"11850",2017,"Bay Street Corridor","Outside"
"11851",2017,"Bay Street Corridor","Outside"
"11852",2017,"Waterfront Communities-The Island","Commercial"
"11853",2017,"East End-Danforth","House"
"11854",2017,"East End-Danforth","Outside"
"11855",2017,"University","Educational"
"11856",2017,"Kensington-Chinatown","Outside"
"11857",2017,"Little Portugal","Other"
"11858",2017,"Niagara","Outside"
"11859",2017,"Bay Street Corridor","Commercial"
"11860",2017,"Church-Yonge Corridor","Outside"
"11861",2017,"Moss Park","Apartment"
"11862",2017,"Niagara","Apartment"
"11863",2017,"Bay Street Corridor","Educational"
"11864",2017,"Annex","Apartment"
"11865",2017,"Waterfront Communities-The Island","Outside"
"11866",2017,"Annex","Outside"
"11867",2014,"The Beaches","House"
"11868",2018,"Elms-Old Rexdale","Educational"
"11869",2014,"Mount Pleasant East","Other"
"11870",2014,"Regent Park","Other"
"11871",2018,"New Toronto","Outside"
"11872",2014,"Don Valley Village","House"
"11873",2018,"East End-Danforth","Transit"
"11874",2018,"Rosedale-Moore Park","Apartment"
"11875",2018,"Moss Park","Outside"
"11876",2018,"Bay Street Corridor","Educational"
"11877",2018,"Casa Loma","Other"
"11878",2018,"West Hill","House"
"11879",2018,"Milliken","Outside"
"11880",2018,"Mount Pleasant West","Apartment"
"11881",2018,"Bayview Village","Apartment"
"11882",2018,"Church-Yonge Corridor","Outside"
"11883",2018,"Roncesvalles","Apartment"
"11884",2018,"Moss Park","Apartment"
"11885",2018,"Dovercourt-Wallace Emerson-Junction","Other"
"11886",2018,"Bay Street Corridor","Apartment"
"11887",2018,"Moss Park","Apartment"
"11888",2018,"Waterfront Communities-The Island","Commercial"
"11889",2018,"Roncesvalles","Outside"
"11890",2018,"Niagara","Apartment"
"11891",2018,"Dovercourt-Wallace Emerson-Junction","Other"
"11892",2018,"Bayview Village","Commercial"
"11893",2018,"Regent Park","Apartment"
"11894",2018,"Waterfront Communities-The Island","Commercial"
"11895",2018,"Downsview-Roding-CFB","Apartment"
"11896",2018,"Bayview Village","Apartment"
"11897",2018,"High Park-Swansea","Outside"
"11898",2018,"Bay Street Corridor","Outside"
"11899",2018,"New Toronto","Apartment"
"11900",2018,"Bay Street Corridor","Outside"
"11901",2018,"Annex","House"
"11902",2018,"Bay Street Corridor","Educational"
"11903",2018,"Trinity-Bellwoods","House"
"11904",2018,"Bay Street Corridor","Outside"
"11905",2018,"Regent Park","House"
"11906",2018,"Waterfront Communities-The Island","Outside"
"11907",2018,"Kensington-Chinatown","Other"
"11908",2018,"Regent Park","House"
"11909",2018,"Trinity-Bellwoods","House"
"11910",2018,"Waterfront Communities-The Island","Outside"
"11911",2018,"South Riverdale","Outside"
"11912",2018,"Waterfront Communities-The Island","Outside"
"11913",2018,"Waterfront Communities-The Island","Outside"
"11914",2018,"Bay Street Corridor","Outside"
"11915",2018,"South Riverdale","House"
"11916",2018,"Dovercourt-Wallace Emerson-Junction","House"
"11917",2018,"NSA","Apartment"
"11918",2018,"High Park North","Apartment"
"11919",2018,"Little Portugal","Outside"
"11920",2018,"Bay Street Corridor","Educational"
"11921",2018,"Englemount-Lawrence","Apartment"
"11922",2018,"Trinity-Bellwoods","Commercial"
"11923",2018,"University","Educational"
"11924",2018,"Trinity-Bellwoods","House"
"11925",2018,"University","Commercial"
"11926",2018,"High Park North","Outside"
"11927",2018,"South Riverdale","Outside"
"11928",2018,"Bay Street Corridor","Commercial"
"11929",2018,"Church-Yonge Corridor","Outside"
"11930",2018,"Niagara","Commercial"
"11931",2018,"Kensington-Chinatown","Outside"
"11932",2018,"Niagara","Apartment"
"11933",2018,"Kensington-Chinatown","Outside"
"11934",2018,"Leaside-Bennington","House"
"11935",2018,"Palmerston-Little Italy","House"
"11936",2018,"Runnymede-Bloor West Village","House"
"11937",2014,"Clairlea-Birchmount","Apartment"
"11938",2014,"Clairlea-Birchmount","Apartment"
"11939",2014,"Newtonbrook West","Commercial"
"11940",2014,"New Toronto","Other"
"11941",2014,"Cabbagetown-South St.James Town","Outside"
"11942",2014,"Forest Hill North","Other"
"11943",2014,"Leaside-Bennington","Other"
"11944",2014,"Forest Hill North","House"
"11945",2014,"Forest Hill North","House"
"11946",2014,"Kensington-Chinatown","Other"
"11947",2014,"Wexford/Maryvale","Outside"
"11948",2014,"Danforth","Outside"
"11949",2014,"Bendale","House"
"11950",2014,"Forest Hill North","Other"
"11951",2014,"Forest Hill North","House"
"11952",2014,"Moss Park","Other"
"11953",2014,"Forest Hill South","Other"
"11954",2014,"Briar Hill-Belgravia","House"
"11955",2014,"Kensington-Chinatown","Apartment"
"11956",2014,"Briar Hill-Belgravia","Other"
"11957",2014,"Islington-City Centre West","Commercial"
"11958",2014,"Moss Park","House"
"11959",2014,"Little Portugal","Commercial"
"11960",2014,"Newtonbrook West","Outside"
"11961",2014,"Annex","House"
"11962",2014,"Black Creek","Commercial"
"11963",2014,"Black Creek","Commercial"
"11964",2014,"Little Portugal","House"
"11965",2014,"Clairlea-Birchmount","Educational"
"11966",2014,"Niagara","Apartment"
"11967",2014,"Long Branch","House"
"11968",2014,"Markland Wood","House"
"11969",2014,"Dovercourt-Wallace Emerson-Junction","Other"
"11970",2014,"North St.James Town","Apartment"
"11971",2014,"South Parkdale","Apartment"
"11972",2014,"Waterfront Communities-The Island","Apartment"
"11973",2015,"North St.James Town","Commercial"
"11974",2015,"Humbermede","Outside"
"11975",2015,"Long Branch","House"
"11976",2015,"Church-Yonge Corridor","Apartment"
"11977",2015,"East End-Danforth","House"
"11978",2015,"Cabbagetown-South St.James Town","House"
"11979",2015,"Willowridge-Martingrove-Richview","Outside"
"11980",2015,"Niagara","Other"
"11981",2015,"Greenwood-Coxwell","Apartment"
"11982",2015,"Annex","Other"
"11983",2015,"Birchcliffe-Cliffside","House"
"11984",2015,"South Riverdale","Apartment"
"11985",2015,"Willowdale East","Other"
"11986",2015,"South Riverdale","Apartment"
"11987",2015,"Thorncliffe Park","Commercial"
"11988",2015,"Humewood-Cedarvale","Other"
"11989",2015,"Rosedale-Moore Park","House"
"11990",2015,"Little Portugal","Other"
"11991",2015,"Little Portugal","Other"
"11992",2015,"Humewood-Cedarvale","Other"
"11993",2015,"South Riverdale","Outside"
